Date,Author,Target,Description,Attack,Target Category,Country,Taxonomy,Attack Class
8/13/2015,Anonymous,Sri Lankan Prime Minister Office website,"Avionews, Deletesec",Malware,Internet TV,US,17.04 Network Access Control (NAC),Data Theft
8/15/2015,Unknown,http://www.pmoffice.gov.lk,"In name of #OperationSA and #OpMonsanto, the Anonymous hack the South African government contractor State Information Technology Agency (sita.co.za) and leak its entire database.",SQLi,Information Technology,MX,17.07 Next-Generation Firewalls,Customized To Target
8/15/2015,Unknown,E*Trade,"The University of Michigan’s most popular Facebook pages: Michigan Football, Michigan Basketball, and Michigan Athletics are hacked by an unknown user that posts malicious messages.",SQLi,Education,SA,25.03 Secure Web Gateway (SWG),Business Disruption
8/16/2015,Kelvinsecurity AKA KelvinSecTeam,Commsec,"The name, address, and credit card information of approximately 93,000 customers of Web.com, a popular US-based provider of Internet services to small businesses, is compromised due to a breach of one of the company's computer systems.",Account Hijacking,Internet Services,IN,25.03 Secure Web Gateway (SWG),Customized To Target
8/17/2015,Cyber of Emotion (@Cyber_Emotion),Australian Investment Exchange ,Kelvinsecurity AKA KelvinSecTeam hacks the website of the Mexican Public Education Registry (Secretaría de Educación Pública sepdf.gob.mx) and dumps 106 records with hashed passwords.,Unknown,Government,US,5.13 Data Access Control,Data Theft
8/17/2015,RootDevilz,United States Department of Defense,A Saudi Hacker going with the handle of Cyber of Emotion (@Cyber_Emotion) claims to have hacked more than 24 Saudi government websites.,SQLi,Government,KR,17.07 Next-Generation Firewalls,Business Disruption
8/18/2015,Jonturk75,ICANN,"A group of Turkish hackers going with the online handles of RootDevilz, Jonturk75 and Bozkurt97 deface the official website of Unicef India (unicef.in) and post a message against China, US, UN, EU and Israel.",Defacement,Org: United Nations,UA,17.03 Distributed Denial of Service (DDOS) Security,Counterparties
8/18/2015,Bozkurt97,Some Ecuadorean Opposition Activists,"Totally Promotional, an internet seller of imprinted promotional products, notifies an undisclosed number of customers that attackers forced their way into its systems and gained access to some customer payment card data and other information. However it appears that the breach did not involve directly Totally Promotional, but rather Casad Company Inc., which runs the website totallypromotional.com.",Defacement,Retail,CN,"21.04 Security Orchestration, Automation, and Response (SOAR)",Business Disruption
8/18/2015,Unknown,Miranda Lambert,NetPirates AKA @TheNetShip hack The Hope Institute (makehope.org) and dump about 6000 usernames and hashed passwords (they claim to have retrieved additional 5000 record).,Unknown,education,US,25.03 Secure Web Gateway (SWG),Customized To Target
8/18/2015,NetPirates AKA @TheNetShip,http://itembay.ca/,The Pro-Russia collective CyberBerkut takes down several Ukrainian sites,SQLi,Nationalism,US,17.07 Next-Generation Firewalls,Business Disruption
8/19/2015,CyberBerkut,Ubiquity Networks,"Tianwang, a rights and citizen journalism website based in the southwestern Chinese province of Sichuan says its operations have been paralyzed by an external attack.",DDoS,Human Rights,UK,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
8/19/2015,Unknown,Sabre Corporation,A hacker purportedly associated with the Anonymous collective claims to have hacked the Clayton Valley Charter High School and sends several internal documents via email.,Unknown,Education,FR,17.07 Next-Generation Firewalls,Business Disruption
8/19/2015,? (hacker affiliated with Anonymous?),American Airlines Group Inc.,"NetPirates AKA @TheNetship hack gohens.net, an online forum, and dump 8,300+ usernames and hashed passwords.",Account Hijacking,Online Forum,VE,17.07 Next-Generation Firewalls,Data Theft
8/19/2015,NetPirates AKA @TheNetShip,Carphone Warehouse Affiliates,An Internet troll with the nickname @DadSecurity takes down mumsnet.com and not happy with the result targes the portal co-founder Justine Roberts in a 'swatting' attack.,SQLi,Internet Services,PK,25.04 Web Application Firewall (WAF),Business Disruption
8/20/2015,DadSecurity,OneStopPhoneShop.com,"A hacker dubbed EroiiKZz hacks forum.aiekillu.fr and dumps about 32,000 records.",DDoS,Online Forum,US,8.04 Database Security,Business Disruption
8/20/2015,EroiiKZz,e2save.com,Kelvinsecurity AKA KelvinSecTeam hacks the website of the Venezuelan Institute for Scientific Research (Instituto Venezolano de Investigaciones Científicas ivic.gob.ve) and dump 60 usernames and hashed passwords.,SQLi,Government,US,17.05 Network Detection and Response (NDR),Business Disruption
8/20/2015,Kelvinsecurity AKA KelvinSecTeam,Mobiles.co.uk,A hacker dubbed Israeli Ninja hacks nayatel.com and dumps the entire database.,SQLi,ISP,IN,17.07 Next-Generation Firewalls,Business Disruption
8/21/2015,Israeli Ninja,http://jobsatteam.com,"The University of Rhode Island (URI.edu) notifies former and current students of of an incident involving the inappropriate collection, and possible use, of information related to some URI email accounts by an external individual.",SQLi,Education,Multi,17.07 Next-Generation Firewalls,Media Public Perception
8/21/2015,Unknown,Undisclosed Brazilian Bus Station,Malwarebytes detects a malvertising attack on popular dating site PlentyOfFish (POF) which draws over 3 million daily users. The ad network involved in the malvertising campaign is ad.360yield.com.,Unknown,Dating,Multi,24.06 Threat Intelligence,Customized To Target
8/21/2015,Unknown,Mexican Ministry of Communications and Transportation,The website of the Karnataka State Higher Education Council (kshec.ac.in) is defaced by a group that calls itself Clinkz48.,Malvertising,Education,SA,17.07 Next-Generation Firewalls,Business Disruption
8/21/2015,Clinkz48,http://mexicoconectado.gob.mx/,"FireEye unveils the details of Operation Watermain, a campaign targeting India and Southeast Asian nations in a bid to extract information about ongoing border disputes and other diplomatic issues.",Defacement,Government,US,13.03 Consumer Identity and Access Management (CIAM),Mass Malware
8/23/2015,? (China?),Accademia della Crusca,"Kaspersky Lab unveils the details of a new campaign, carried on by an advanced threat group called ""Blue Termite"", hacking high-end Japanese industries from within the country, using the leaked Adobe Flash vulnerabilities revealed in the Hacking Team data dump.",Targeted Attack,Multi,UK,11.03 eCommerce Fraud Protection,Customized To Target
8/23/2015,Blue Termite,http://www.accademiadellacrusca.it,"Mr.Xpr!, an Iranian hacker from Iran Hack Security Team defaces the official website of Royal Saudi Air Force (http://rsaf.gov.sa).",Targeted Attack,Military,US,17.07 Next-Generation Firewalls,Customized To Target
8/23/2015,Mr.Xpr! Iran Hack Security Team,Top Obama Administration Officials,"Malware on a computer at the Brunswick Hotel and Tavern exposed names and credit card information for as many as 2,600 guests who stayed at the hotel between November 2014 and July 2015.",Defacement,Hospitality,PH,17.03 Distributed Denial of Service (DDOS) Security,Activist Hacktivist
8/25/2015,Unknown,OneBookShelf,"JM511 hacks AutoZonePro.com and dumps 49,967 customers’ details: billing addresses (street and city), email addresses, hashed passwords, telephone numbers, customers’ cities, and dates of birth. The attacker claims to have obtained a total of 162,000+ records.",Malware,E-Commerce,US,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
8/25/2015,JM511,Chelsea Clark,"JM511 dumps some data from the University of California at Los Angeles (UCLA) after allegedly warning the university twice. The attacker also warns other universities of possible vulnerabilities including: Western Governor’s University in Utah, the University of Minnesota, DePaul University, and Northern Illinois University.",SQLi,Education,UK,11.03 eCommerce Fraud Protection,Customized To Target
8/25/2015,JM511,(27 year-old Toronto Woman),"In name of #OpCustoms, a group of hackers takes down the Philippine Bureau of Customs (customs.gov.ph)",SQLi,Government,US,13.03 Consumer Identity and Access Management (CIAM),Mass Malware
8/26/2015,Unknown,Avionews,"Code repository Github is the victim of a massive DDoS Attack. The site is likely targeted  because of software projects hosted on the site that have allowed Chinese Internet users to bypass the Great Firewall's packet filtering and inspection tools, ",DDoS,Software,UK,17.07 Next-Generation Firewalls,Nation States
8/27/2015,Unknown,http://avionews.com,"AnonGrim AKA @An0nGrim hacks autobits.co.uk and dumps 4,771 records.",DDoS,E-Commerce,US,2.03 Multi-Factor Authentication,Customized To Target
8/27/2015,AnonGrim AKA @An0nGrim ,http://avionews.it,"Olympia Hotel Management, which manages Maine-based Brunswick Hotel & Tavern, notifies an undisclosed number of guests that malware was discovered on the hotel's computer systems and payment card information could be at risk (2,600 guests were impacted).",SQLi,Hospitality,IR,6.01 Anti-Phishing,Phishing
8/27/2015,Unknown,Mohu,"www.secamblive.nhs.uk, a UK National Health Service (NHS) site on which the organisation posts patients' stories describing their experience with illness is defaced by Moroccanwolf, as an act of protest regarding western governments' lack of humanitarian actions in Syria.",Malware,Healthcare,US,24.06 Threat Intelligence,Mass Malware
8/27/2015,Moroccanwolf,Newswire services,Google's security team identifies a new domain masquerading as an official EFF site as part of a targeted malware campaign linked to the Operation Pawn Storm. The domain is electronicfrontierfoundation.org.,Defacement,Single Individuals,UK,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
8/27/2015,? (Russia?),"(Business Wire, PR Newswire, Marketwired)",Researchers at Citizen Lab release a report today describing a phishing campaign conducted against Iranian dissidents.,Targeted Attack,Single Individuals,KY,25.04 Web Application Firewall (WAF),Business Disruption
8/27/2015,Unknown,Multi,"Malwarebytes reveals that the same ad network, AdSpirit.de, which was recently abused in malicious advertising attacks against several top media sites, is caught serving malvertising on MSN.com. This is the work of the same threat actors that were behind the Yahoo! malvertising.",Targeted Attack,Internet Services,US,5.13 Data Access Control,Data Theft
8/28/2015,Unknown,AdSpirit.de,Mumsnet is hit by a new wave of DDoS attacks.,Malvertising,Internet Services,US,13.03 Consumer Identity and Access Management (CIAM),Data Theft
8/31/2015,Unknown,AOL,NetPirates AKA @TheNetShip hack ecaytrade.com and dump about 50K usernames and hashed passwords.,DDoS,Internet Services,US,7.01 Antivirus Software,Business Disruption
9/1/2015,NetPirates AKA @TheNetShip,Embassy of Azerbaijan in Russia,"Utah Food Bank notifies the donors of an access into its website by an unauthorized individual who could have gained access to personal data of more than 10,000 donors.",SQLi,Non-Profit,UK,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
9/1/2015,Unknown,http://www.azembassy.ru,"The Michigan Catholic Conference notifies more than 10,000 employees, that their personal information has been compromised by an unknown hacker who could also have obtained their personal information.",Unknown,Non-Profit,Multi,17.07 Next-Generation Firewalls,Customized To Target
9/1/2015,Unknown,University of Virginia,"Village Pizza & Pub, a local pizza chain headquartered in Elgin, Illinois, is the indirect victim of security breach perpetrated against TransformPOS, the company that provides its POS payment card processing system.",Unknown,POS Equipment,US,22.05 Penetration Testing,Customized To Target
9/1/2015,Unknown,Fred's Inc.,The Lizard Squad takes down the official website of UK's National Crime Agency (nationalcrimeagency.gov.uk).,Unknown,Law Enforcement,US,13.01 Authorization,Data Theft
9/2/2015,Lizard Squad,City of Henderson Web Site,"Trend Micro and Clearsky Security publish a joint, detailed paper in which they document the actions of Rocket Kitten, an APT they believe to be linked to the Iranian government.",DDoS,Several Individuals,UK,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
9/2/2015,Rocket Kitten,http://www.cityofhenderson.com,"Marion Bowman, a top former FBI lawyer and U.S. counterintelligence official, reveals that hackers allegedly from China penetrated his home computer last spring.",Targeted Attack,Single Individual,UK,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
9/2/2015,(linked to Iran ?),Milestone Hospitality Management,"Hawaii First Federal Credit Union notifies an undisclosed number of customers that an unauthorized individual may have gained access to an employee's email account, and could have accessed personal information.",Targeted Attack,Finance,US,2.04 Password Management,Business Disruption
9/2/2015,Unknown,http://ecastTV.co.nz,The website of Greater Manchester Police in the UK (gmp.police.uk) is hit by two DDoS attacks. A Twitter account going by the handle @n0w1337 claims responsibility for the attack.,Account Hijacking,Law Enforcement,Multi,7.01 Antivirus Software,Customized To Target
9/2/2015,Unknown,State Information Technology Agency,"In the same wave of attacks, the same attacker also claims responsibility for taking down the website of Manchester Airport (manchesterairport.co.uk).",DDoS,Airport,US,17.07 Next-Generation Firewalls,Business Disruption
9/2/2015,n0w1337,http://sita.co.za,"ReverbNation, an online platform that  assists >3M musicians in building their careers, experienced a breach in 2014, and notifies an undisclosed number of users and asking them to change their passwords.",DDoS,Music,FR,25.03 Secure Web Gateway (SWG),Business Disruption
9/3/2015,n0w1337,University of Michigan’s Facebook pages:,CSIS team reports a new variant of the Carbanak trojan using a new communications protocol,Unknown,Finance,UK,1.03 Dynamic Application Security Testing (DAST),Mass Malware
9/3/2015,? (Author Unknown but charged),Michigan Football,Hackers claiming to be part of Islamic State deface the Wayne County Board of Education website (boe.wayn.k12.wv.us),Targeted Attack,Education,UK,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
9/3/2015,Unknown,Michigan Basketball,A French hacker defaces an electronic parking sign with offensive content.,Defacement,Parking Sign,IN,11.03 eCommerce Fraud Protection,Customized To Target
9/4/2015,Unknown,Michigan Athletics,"In an attack similar to the one that happened last month on PlentyOfFish, Malwarebytes reveals that the UK version of online dating site Match.com  (uk.match.com) is caught serving malvertising.",Defacement,Dating,US,22.03 Bug Bounty / Crowdsourced Security Testing,Data Theft
9/4/2015,Unknown,Web.com,"The same attacker who took down the Manchester Police earlier this month, also takes down the website of the Essex Police.",Malvertising,Law Enforcement,US,14.03 Intrusion Detection System (IDS),Data Theft
9/4/2015,Unknown,Secretaría de Educación Pública,"Two hackers dubbed ConnectingFriend and KheXan rOot hack askmebazaar.com and dump 2,105 user records.",DDoS,E-Commerce,Multi,25.04 Web Application Firewall (WAF),Business Disruption
9/4/2015,n0w1337,http://www.sepdf.gob.mx,Mozilla reveals that an attacker was able to stole security-sensitive vulnerability information from the Mozilla's Bugzilla bug tracking system and probably used it to attack Firefox users. The attacker may have had access since September 2013.,SQLi,Org: Software,ZA,25.03 Secure Web Gateway (SWG),Business Disruption
9/5/2015,ConnectingFriend,24 Saudi Government Websites,"California-based violence prevention education organization We End Violence discovers a potential intrusion into its Agent of Change application server that could have exposed personal information, and, so far, 79,000 California State University students have been impacted.",Account Hijacking,Education,AU,17.07 Next-Generation Firewalls,Business Disruption
9/5/2015,KheXan rOot,UNICEF India,"Rubber AKA @smitt3nz hacks 9 dating websites in a row and dumps a total of 7,764 usernames and clear text passwords.",Unknown,Dating,ID,11.03 eCommerce Fraud Protection,Customized To Target
9/8/2015,Unknown,http://unicef.in,A hacker called F3PN successfully hack 53 South African Web sites,SQLi,Multi,US,5.06 Database Security,Customized To Target
9/9/2015,Unknown,http://www.totally promotional.com,"The University of South Wales (UNSW), one of Australia’s top universities has images of a porn star and other inappropriate content shared on its Facebook page.",Defacement,Education,UK,17.03 Distributed Denial of Service (DDOS) Security,Customized To Target
9/9/2015,Smitt3nz,Totally Promotional,"A hacker called 13chmod37 hacks toko.proumedia.co.id and dumps 1,570 usernames and clear text passwords.",Account Hijacking,E-Commerce,Multi,7.07 Internet of Things (IoT) Security,Activist Hacktivist
9/9/2015,F3PN,The Hope Institute,"Hackers infiltrated the Pentagon food court's computer system, compromising the bank data of an unknown number of employees.",SQLi,Government,IN,17.07 Next-Generation Firewalls,Customized To Target
9/10/2015,Unknown,http://www.makehope.org/,"According to an Akamai study, a number of large UK corporations and institutions, such as Lloyds Bank and BAE systems, have reported a “marked increase” in Distributed Denial of Service (DDoS) attacks from the Bitcoin extortionist group DD4BC (114 attacks since April 2015).",Targeted Attack,Multi,US,13.03 Consumer Identity and Access Management (CIAM),Customized To Target
9/10/2015,13chmod37,Unso.in.ua,"Kaspersky reveals to have discovered a sophisticated hacking group, dubbed Turla, which has gone far beyond standard techniques used to disguise spying and cybercrime campaigns by exploiting weaknesses in global satellite systems.",DDoS,Multi,KR,7.01 Antivirus Software,Vulnerability Exploitation
9/10/2015,Unknown,Dontsov-nic.org.ua,"H4nterAsez hacks macare.in and dumps 2,000+ usernames and clear text passwords.",Targeted Attack,Healthcare,US,6.04 Secure Email Gateway (SEG),Data Modification
9/10/2015,DD4BC,Pse3zub.org,"Health insurance company Excellus declares that hackers broke into its servers and may have obtained the personal details of 10.5 million people. The information belongs to customers who lived in or sought treatment in the upstate New York area. The breach, initially occurred on December 23, 2013. exposed the personal information of 7 million Excellus Blue Cross Blue Shield (BCBS) customers and 3.5 million Lifetime Health Care customers.",SQLi,Healthcare,BD,25.03 Secure Web Gateway (SWG),Activist Hacktivist
9/11/2015,Turla,Ps-shop.com.ua,"FireEye researchers discovers a campaign led by attackers from North Korea, exploiting a zero day vulnerability (CVE-2015-6585) in Hangul, a word processor popular with the South Korea's government. The backdoor is called Hangman.",Targeted Attack,Government,UK,6.04 Secure Email Gateway (SEG),Customized To Target
9/11/2015,H4nterAsez,Bilozerska.info,"Oakland Family Services, reveals the details of a security breach that could have affected 16,000 clients in the area. An unknown person gained access to the email account of an employee in July, which resulted in the potential viewing of protected health information.",Targeted Attack,Non-Profit,US,7.05 Endpoint Detection and Response (EDR),Customized To Target
9/11/2015,Unknown,Banderivec.ho.ua,The Dhaka University website is defaced by hacker called Cyber-71.,Account Hijacking,Education,AZ,17.07 Next-Generation Firewalls,Business Disruption
9/11/2015,North Korea,Tianwang,The Telegraph reveals that Jihadists in Syria hack into UK ministerial email accounts in a sophisticated espionage operation uncovered by GCHQ,Defacement,Government,US,11.01 Account Take-Over (ATO),Data Modification
9/13/2015,Unknown,(a rights and citizen journalism website),Federal Records obtained by USA TODAY show that attackers successfully compromised U.S. Department of Energy computer systems more than 150 times between 2010 and 2014.,Targeted Attack,Government,RU,17.03 Distributed Denial of Service (DDOS) Security,Business Disruption
9/13/2015,Cyber-71,Clayton Valley Charter High School,"A hacker called Mr.Black hacks asankadr.az (a recruitment web site) and dumps 2,447 usernames and hashed passwords.",Targeted Attack,Recruiting,BR,11.03 eCommerce Fraud Protection,Customized To Target
9/13/2015,ISIL,http://www.gohens.net,A small group of students from Penrith High School have allegedly used a teacher's login credentials to access a Department of Education computer system that contains students' assessment marks.,SQLi,Education,KR,17.07 Next-Generation Firewalls,Data Theft
9/14/2015,Unknown,http://www.mumsnet.com/,The Kremlin’s official website falls under a massive DDoS Attack. The attack is carried out simultaneously with another attack that reportedly targeted the website of the Russian Electoral Commission. Both of the attacks are made on national Election Day.,Account Hijacking,Government,Multi,17.06 Network Monitoring,Business Disruption
9/15/2015,Mr.Black,http://forum.aiekillu.fr,"r3dm0v3 hacks cromotransfer.com.br and dumps 6,529 usernames and clear text passwords.",DDoS,E-Commerce,Multi,12.01 Firmware,Data Modification
9/15/2015,Unknown,Instituto Venezolano de Investigaciones Científicas,"A hacker called Kyfx hacks a subdomain of the Kumoh National Institute of Technology and dumps 1,448 usernames and clear text passwords.",SQLi,Education,US,19.02 Cryptographic Lifecycle Security,Data Theft
9/11/2015,Unknown,http://www.ivic.gob.ve,Malwarebytes publishes the analysis of a recently detected malvertising attack that affected many ad networks and ran uninterrupted for almost three weeks.,SQLi,Multi,US,16.01 Mobile App Security,Data Theft
9/16/2015,r3dm0v3,NayaTel (Pvt) Ltd,FireEye unveils the details of a campaign involving the stealthy modification of a router's firmware image that can be used to maintain persistence within a victim's network. The campaign is called SYNful Knock and has hit at least 79 devices in 19 countries.,Malvertising,Multi,US,24.03 Security Scanning,Data Theft
9/16/2015,Kyfx,http://nayatel.com,"The creator of digital library and whistle-blowing site Cryptome.org, John Young, revokes his PGP key pairs after learning they were compromised.",Malicious Router Images Implant,Digital Library,RU,17.09 Secure Remote Access,Customized To Target
9/16/2015,Unknown,University of Rhode Island,"YapStone (VacationRentPayments) notifies some property managers and others who use their service to receive vacation rental payments that personal information in their account applications was compromised by unauthorized persons between July 15, 2014 and August 5, 2015.",Unknown,online payment processing,NA,24.06 Threat Intelligence,Activist Hacktivist
9/16/2015,Unknown,URI.edu,"Trend Micro unveils the details of Operation Iron Tiger, a high-level operation observed stealing trillions of bytes of confidential data from the United States government, US defense contractors and related companies in the United States and abroad.",Unknown,Government,IN,25.04 Web Application Firewall (WAF),Data Theft
9/17/2015,Unknown,PlentyOfFish,Proofpoint reveals the details of a campaign targeting Russian military personnel and Russian telecoms employees via a variant of the PlugX RAT.,Targeted Attack,Military:,Multi,17.04 Network Access Control (NAC),Customized To Target
9/17/2015,Unknown,http://www.pof.com,"The w0rm hacking crew, operators of a forum of the same name, have attack a rival gang, Monopoly, and offer the database of their rivals for sale on their forum.",Targeted Attack,Telecom,Multi,16.01 Mobile App Security,Mobile Devices
9/17/2015,Iron Tiger,Karnataka State Higher Education Council,"The NetPirates hack the Malabar Institute of Medical Sciences (mimsindia.com) and dump 6,709 usernames and clear text passwords.",Unknown,Hacking Crew,US,14.03 Intrusion Detection System (IDS),Mass Malware
9/17/2015,?(China?),http://kshec.ac.in,"F-Secure reveals the details of The Dukes, a Russian speaking actor behind a seven years campaign of targeted attacks against the United States, Europe and Asia.",SQLi,Healthcare,US,21.0 Security Operations Center (SOC),Customized To Target
9/17/2015,w0rm,Multi,Apple officials clean up the company's App Store after several security firms report that almost 40 iOS apps contain malicious code,Targeted Attack,Government,US,24.03 Security Scanning,Business Disruption
9/17/2015,(hacking crew),Multi,Red Hat reveals to have suffered an intrusion on the sites of both the Ceph community project (ceph.com) and Inktank (download.inktank.com) that resulted in signed code being accessed.,XcodeGhost,Software,Multi,22.0 Security Testing,Mass Malware
9/17/2015,NetPirates,Royal Saudi Air Force,Commack school district computer district is hacked by an unknown individual.,(malicious version of Apple Xcode IDE),Software,IT,17.07 Next-Generation Firewalls,Business Disruption
9/18/2015,The Dukes,http://rsaf.gov.sa,Forbes is notified of a malvertising campaign on its website running from 8 to 15 September. The company states to have removed the offending ads.,Unknown,Education,US,25.03 Secure Web Gateway (SWG),Activist Hacktivist
9/18/2015,Unknown,Brunswick Hotel and Tavern,"ESET unveils the details of  Win32/Spy.Odlanor, a malware used by its malware operator to cheat in online poker by peeking at the cards of infected opponents. It specifically targets two of the largest online poker sites: PokerStars and Full Tilt Poker.",Unknown,News,Multi,14.04 Intrusion Prevention System (IPS),Mass Malware
9/18/2015,Unknown,https://www.autozonepro.com/,"Opheus Haxor hacks the forum section of j-ax.it (the website of one of the most Italian singers) and dumps 31,000 usernames. ",Malvertising,Online Gambling,UK,6.04 Secure Email Gateway (SEG),Business Disruption
9/18/2015,Unknown,University of California at Los Angeles,"An individual or group claiming to be the hacktivist collective Anonymous shuts down all websites operated by Embarcadero Media Group, which runs several community newspapers in the Bay Area. The media group’s newspapers include: Palo Alto Weekly, Mountain View Voice, Pleasanton Weekly and The Almanac.",Malware,Entertainment,KY,25.04 Web Application Firewall (WAF),Data Theft
9/18/2015,Unknown,http://www.ucla.edu,Sucuri reveals a massive Wordpress campaign redirecting the visitors of the infected sites to a Nuclear Exploit Kit landing page.,SQLi,News,FR,25.03 Secure Web Gateway (SWG),Activist Hacktivist
9/18/2015,Unknown,Philippine Bureau of Customs,"Kettering General Hospital reveals that its email system is compromised by a Russian hacking group, that used it to send spam.",Defacement,Multi,AZ,25.03 Secure Web Gateway (SWG),Activist Hacktivist
9/19/2015,Opheus Haxor,http://customs.gov.ph,"A group of hackers that calls itself “Hack for Trump” claims to have hacked the website of Fidelity Group and threaten it would make the stolen data public unless Fidelity pays $30,000. The hackers plan to use the funds ""to help Donald Trump get elected to the White House"".",Malicious JavaScript Injection,Healthcare,VN,17.07 Next-Generation Firewalls,Activist Hacktivist
9/21/2015,Anonymous,Github,"An individual with the moniker of @W0x404 claims to have hacked several French-speaking marketplaces of questionable goods inside the Darknet. As proof of his actions, the attacker dumps several screenshots.",Account Hijacking,Finance,Multi,16.01 Mobile App Security,Mobile Devices
9/22/2015,Unknown,http://www.autobits.co.uk,"ElliotAlderson hacks asankadr.az and dumps 5,926 usernames and hashed passwords.",SQLi,Darknet marketplaces,US,11.03 eCommerce Fraud Protection,Data Theft
9/22/2015,Horux,Brunswick Hotel & Tavern,"Two hacktivists affiliated to Anonymous, AntiSec and HagashTeam, deface 8 Vietnamese government websites against online censorship and human rights violations in the country.",Unknown,Recruiting,PH,17.07 Next-Generation Firewalls,Activist Hacktivist
9/22/2015,Hack for Trump,http://www.secamblive.nhs.uk,"Check Point Software unveils the details of a new malicious app uploaded in Google Play in disguise of a Brain Test app. The malware could have infected at least 200,000 Android phones, possibly as many as 1 million.",Unknown,Government,US,24.03 Security Scanning,Business Disruption
9/23/2015,W0x404,EFF,"Frank J. Martin Company notifies an undisclosed number of individuals who made purchases on the Padlocks4Less website that their personal information, including payment card data, may have been accessed without authorization.",Defacement,Single Individuals,US,24.06 Threat Intelligence,Mass Malware
9/23/2015,ElliotAlderson,Electronic Frontier Foundation,"The website of the Philippines' National Telecom Commission (NTC), ntc.gov.ph, is defaced by the local branch of the Anonymous in a form of protest against the slow local Internet connection average speed.",Malicious App,E-Commerce,US,17.07 Next-Generation Firewalls,Business Disruption
9/24/2015,AntiSec,Iranian Dissidents,"Yet another high-profile website victim of a malvertising campaign. This time the target is realtor.com, a popular real estate website realtor.com, ranked third in its category with an estimated 28 million monthly visits.",Unknown,Government,Multi,24.03 Security Scanning,Business Disruption
9/24/2015,HagashTeam,MSN.com,"A report from Palo Alto Networks confirms Chinese cyber attacks on a U.S. government entity and a European media company. The attacks, using a malware called '3102' were observed respectively on May 6, 2015 and May 11, 2015.",Defacement,Real Estate,US,17.03 Distributed Denial of Service (DDOS) Security,Vulnerability to Known Threats
9/24/2015,?(China?),http://www.mumsnet.com/,"Smitt3nz hacks the-athenaeum.org and dumps 1,671 users with hashed passwords.",Malvertising,Government,PL,11.03 eCommerce Fraud Protection,Business Disruption
9/25/2015,Unknown,http://www.ecaytrade.com/,"Malwarebytes reveals the latest developments of the malvertising campaign plaguing primary domains such as Yahoo.com, MSN.com since August. Now the time the campaign is targeting several adult portals such as xHamster.com. The malicious advertising is served by TrafficHaus.",Targeted Attack,Media,CA,5.05 Data Leakage Protection (DLP),Media Public Perception
9/25/2015,Anonymous,Utah Food Bank,"Imgur, the photo-sharing website, is exploited in a distributed denial-of-service (DDoS) attack on the popular imageboards 4chan and 8chan. ",SQLi,Online Services,US,11.02 Anti-Fraud Analytics,Data Theft
9/25/2015,Unknown,Michigan Catholic Conference,"The NetPirates hack dresscloud.pl and dump 5,269 usernames and hashed passwords.",Malvertising,Adult Sites,US,22.02 Breach and Attack Simulation (BAS),Mass Malware
9/25/2015,?(China?),TransformPOS,"As part of their vendetta against the Canadian government, hackers claiming to belong to the Anonymous collective leak another high-level confidential federal document.",DDoS,Imageboard,CA,6.01 Anti-Phishing,Phishing
9/25/2015,Smitt3nz,UK's National Crime Agency,Multiple sources in the banking industry say they have traced a pattern of credit card fraud that suggests hackers have compromised point-of-sale registers in gift shops and restaurants at a large number of Hilton Hotel and franchise properties across the United States. ,SQLi,E-Commerce,US,22.02 Breach and Attack Simulation (BAS),Business Disruption
9/26/2015,Unknown,http://www.nationalcrimeagency.gov.uk,"North Oldham High School alerts 2,800 current and former students that a data breach earlier this month could have exposed their names, social security numbers and other personal information after a school computer falls victim of a drive-by attack.",Unknown,Government,IN,25.03 Secure Web Gateway (SWG),Customized To Target
9/26/2015,Unknown,Several individuals authors of an anti-Iran security research paper,"APEGA, the body that regulates engineers and geologists in Alberta reports a ""significant data breach"" when all the names and email addresses of its 75,000 members are given to an unknown party as a result of a phishing event.",Unknown,Hotel and Hospitality,PK,25.03 Secure Web Gateway (SWG),Customized To Target
9/27/2015,NetPirates,Marion Bowman,The Big Blue Bus alerts customers of a potential data breach related to the NextBus program,Malware,Education,IT,5.05 Data Leakage Protection (DLP),Data Theft
9/27/2015,Anonymous,Hawaii First Federal Credit Union,A Pakistani hacker dubbed Pakistan Zindabad defaces two websites belonging to the Kerala Government.,Account Hijacking,Org: Professional Category,CA,11.04 Web Fraud Prevention,Data Modification
9/27/2015,Unknown,Greater Manchester Police,"In retaliation for the defacement of the Website of Kerala Government, an anonymous group called ‘Mallu Cyber Soldiers’ defaces around 46 Pakistan websites, which include Pakistan’s government website Pakistan.gov.pk, president.gov.pk and cabinet.gov.pk.",Unknown,Bus Operator,SE,17.07 Next-Generation Firewalls,Business Disruption
9/28/2015,Unknown,http://www.gmp.police.uk,"In name of #OpBankDump, Ghost Italy, a local cell of the Anonymous collective, hacks Banca Intesa and Unipol Banca, two of the most important Italian Banks, and leaks several databases, mainly related to external contractors.",Defacement,Government,Multi,20.02 Security Awareness and Training,Activist Hacktivist
